Date,BCH,TON,DOT,SOL,ADA,LINK,XRP,MATIC,BTC,TRX,ICP,SHIB,DOGE,LTC,BNB,AVAX,ETH
2023/12/20,225.18447509927773,2.194142345905785,6.714593614972957,72.98999256,0.576609936,14.095104642612156,0.6054080187729721,0.7653996113020302,42261.30013864567,0.100572633,9.317523501008589,1.0130387551202e-05,0.090289972,70.61554157516152,252.6297601647821,39.81120276878958,2177.2395157566452
2023/12/21,229.5570539019487,2.219673780248306,6.943039324563375,82.18564739397557,0.5893166670456282,14.227266378715186,0.6173329775126246,0.7752021918116552,43648.124930630205,0.1027035210512402,8.849856971275502,1.023241700123e-05,0.091424175,69.80982225,260.1486345,43.42608459330253,2201.7900766246407
2023/12/22,233.17057576217155,2.2431395142467636,8.370100718195213,93.85801733225108,0.6364956119995699,15.287428571902185,0.623909214,0.817171637,43868.98642235633,0.1046678704172469,9.167224813641514,1.0439627746992e-05,0.095006899,70.92400460152838,271.2765268107092,45.96059997645963,2239.598252118122
2023/12/23,238.7248886181352,2.2330345774902605,7.968949329269111,98.00168864,0.6240974127041995,15.496829678921696,0.6253728976683022,0.8766873631159107,44012.19863207335,0.1051325498777768,9.342074929106772,1.0915935856086e-05,0.095200354,73.72219610629905,271.3812938,45.44181413353201,2326.7158695528697
2023/12/24,233.2312471302152,2.234595637462272,8.342072980203882,107.72513346633892,0.6145092846846079,15.68836325685928,0.6202125162587213,0.8592059150060665,43728.36598968946,0.1067884181362532,9.510606621,1.1075290719706e-05,0.093578846,72.53601514575539,271.3775436,48.056629940215835,2309.6266415076243
2023/12/25,229.2086321275056,2.173101139180918,8.647510252,112.5641165401713,0.5938640356518837,15.308767273627446,0.6135034305234139,0.8509685084431345,43010.57292053332,0.1063911126907336,9.764829398841714,1.0668286255261e-05,0.091902837,71.17684846075831,264.73528384459513,47.71583989320872,2265.3405804105087
2023/12/26,234.9866296267848,2.2370273778192984,9.222354630710791,121.0843366589965,0.6256469388064407,15.607924454319177,0.6463492849932235,0.9119802739576812,43599.847590419355,0.1059316133451004,9.552377606,1.1013959878293e-05,0.094446771,72.27474400733954,267.07218319011946,48.32989619,2272.2188227915876
2023/12/27,229.17301625954804,2.178678854174783,8.819127005570968,112.65482894196047,0.6088516790997552,15.091046968198826,0.6223970073274734,1.0155849879660612,42518.46852809159,0.1030681158162475,9.249556496164626,1.05798493649e-05,0.091354015,73.15015112460635,297.74833172609317,44.42654342573679,2231.393140589442
2023/12/28,264.1059634596338,2.1616435792783175,8.703307707265978,107.02270425367072,0.6336606115570933,16.678523099298296,0.634948394,1.0394316269011756,43468.19806267353,0.1054181249127967,9.223896631474076,1.0897097066056e-05,0.09359493,75.87058315777251,323.80371087230765,42.41714998141458,2380.2005893439127
2023/12/29,262.45299,2.1904204273621977,8.450277706804101,102.06928560907711,0.6174064001116935,16.048737615993513,0.6350112035020777,1.003436739504752,42614.64389242392,0.1055998917572206,9.791098873913684,1.0626557607378e-05,0.091882873,76.71388842116866,323.51302182207644,39.90666257325847,2346.8437593906565
2023/12/30,254.49791305413757,2.275784356074139,8.292731521931644,106.29849957479526,0.6085101342034333,15.533537106245124,0.6234106814711706,0.973361379,42091.75264367748,0.1056865113637685,9.386924678,1.0423500044683e-05,0.091031022,73.40197928941242,313.84194432152236,40.209876389116594,2300.399766646183
2023/12/31,271.0721751007862,2.380111873755016,8.368999971843529,101.84418014022924,0.6018979049632155,15.191149322794123,0.6217920033342463,0.952974539,42152.09845351626,0.1059806004137356,12.329196947511956,1.0462391047475e-05,0.090145555,73.30585394038769,317.06813370809283,39.39030191272935,2291.9452373089084
2024/1/1,259.4010685309539,2.3103918833474006,8.201031396684982,101.51281009980836,0.5941873397688123,14.946928141821145,0.6156559564525743,0.9706287543520544,42280.23527619226,0.1076866149600977,13.307337562386223,1.0341435106748e-05,0.089473252,72.91329456496275,312.38592338116746,38.55866908052204,2282.870338243191
2024/1/2,266.67979399648567,2.336997865,8.599173965467564,109.54906331619114,0.6231405582249142,15.537647600178191,0.630093737,1.0157183844286457,44187.13903948764,0.1078171826734612,12.959709539514492,1.0684369020249e-05,0.092036688,74.72974644064676,314.26753920017234,41.86973449283784,2352.593604086928
2024/1/3,256.98045375578096,2.286700773793576,8.412876516070495,106.616531,0.6056689044791768,15.165781174709856,0.6253807324483057,0.969739336,44961.60318680246,0.1083716002508476,13.95480081897794,1.0557806553561e-05,0.091204884,72.98516598278212,312.15160749661925,40.64593025666469,2355.9813482122668
2024/1/4,233.9729586371135,2.2149314363410477,7.641465278211382,98.58697482227666,0.5572771439114574,14.150726995013134,0.5825768235976497,0.8553896271798869,42855.81476135893,0.1068209306052019,14.368145329818798,9.560245770795e-06,0.082048603,65.30128524972011,316.6244512748872,36.79512828369492,2210.5291477288556
2024/1/5,239.5657561842544,2.171925978366606,7.881258291087605,105.0520107,0.5705431203134643,14.55408618397003,0.5881974990220227,0.883398441,44192.97869877169,0.1070805442664972,13.877963007107043,1.0008008800853e-05,0.084120635,66.48836461858674,323.6202269,38.73728462802035,2269.4093385458705
2024/1/6,239.5755099,2.086839032038402,7.445598348681409,99.98799061298868,0.5413085671334943,14.067513490689224,0.576512175,0.8522286564394423,44178.95460684357,0.1044610635208957,13.295180894722598,9.830491590968e-06,0.082772765,66.02498493805943,317.49518939090746,36.434498131379335,2269.539916753311
2024/1/7,236.0846279700165,2.163667302259237,7.139664599939273,93.86035217,0.5231689084739709,13.42665812535993,0.5685210597917439,0.8282904080901945,43998.46424256272,0.1039128154450306,12.028460350411768,9.60498551597e-06,0.080667585,65.67818004,307.7940563666628,34.629584830665195,2242.0126967214974
2024/1/8,232.1916429493116,2.212052316607319,6.896447442756844,89.27817803853209,0.4942227955442372,13.141214817621806,0.5517160941632401,0.8008039433047445,43948.70695530909,0.1029064251479764,11.26193284388892,9.017924690849e-06,0.078227976,64.25442188692948,302.90350905904523,33.63080985738939,2222.857691307016
2024/1/9,253.92974186802795,2.2749333195217587,7.478613339141392,97.81603514448388,0.5410723945831863,14.157729070305724,0.5779644197066277,0.8426120901748736,46987.63874100883,0.1042934953243642,13.70750125,9.578516343814e-06,0.081378027,67.81297518,304.4752643496254,36.08619829446097,2332.868101366903
2024/1/10,245.13513918685308,2.187801593796358,7.118540960626416,99.38423842,0.5115913692323814,13.706121139768248,0.5666723894447926,0.8061506669773008,46121.53982467068,0.1027649457217603,12.726842979194483,9.643328112268e-06,0.079262992,66.95327297246811,300.9825948440125,34.68918856695649,2344.9235891054873
2024/1/11,254.29690504486388,2.2657178227837793,7.973370346,102.10365484933791,0.5666166610628905,15.035153985780454,0.6001696748595506,0.8983823193093372,46656.07308396605,0.105294229,13.91003462833524,9.973986220906e-06,0.082969459,69.91801203672529,305.2237877979581,38.4789447,2584.171512554085
2024/1/12,276.5600643770613,2.2295185094880656,8.166201033489829,99.91186966840095,0.5821335614567907,15.031191327950078,0.6020956649567409,0.9272153317879956,46354.79318800117,0.1062175380646257,13.088092296590798,1.0158233193094e-05,0.084615217,71.97541947728749,308.62832146518906,39.40984381988426,2619.176967011173
2024/1/13,259.45861144179054,2.1231657699910964,7.567115525529615,91.75973894,0.5473010552647384,14.13138911398377,0.570171263,0.8639996586516928,42799.446487781825,0.106909713,12.239104102411003,9.621983052693e-06,0.080036289,72.89346668420605,296.62541862153915,35.86818507412596,2522.9338061612484
2024/1/14,254.2372535259972,2.1106411980241813,7.613139938284365,95.73264716618988,0.5493691929137287,14.363694620084717,0.5750714987281937,0.881892966,42842.26366522521,0.1141495352994246,12.912761105718358,9.888897982841e-06,0.080921156,71.98598953082256,302.2271149081826,36.45020105,2578.003740017632
2024/1/15,245.96755136940203,2.2796672303408334,7.325548684623496,94.03654754675487,0.5259075919816545,14.792351654484111,0.576155351,0.8377636953699495,41715.06652745808,0.1111406398795078,12.607155572465942,9.565841495234e-06,0.079968547,69.79604995978133,299.0258111500332,35.33125813131733,2471.6668709651663
2024/1/16,250.37688749660416,2.4385516669362604,7.515416638426942,94.43834931171304,0.5280497838823732,15.193632704561663,0.5758674637087067,0.8448100915876711,42499.337536169114,0.1087096376006547,12.888670506188872,9.556700453337e-06,0.081106395,69.22520315165777,317.5467968936285,35.65319456463561,2510.6273124722397
2024/1/17,251.15531459344967,2.413405456213642,7.488630646009104,97.61580802947212,0.5356496953749634,15.261658199679148,0.5759030734898556,0.8451028802429016,43132.10033916552,0.1080650246283976,12.674752637222868,9.662091115035e-06,0.081312408,69.46499478860142,315.16121260072805,35.58462174645255,2587.044657738529
2024/1/18,244.0533976844445,2.2783493342719177,7.335140979546298,102.02949730150078,0.5270706169867875,15.73204787795927,0.5679809801862674,0.8095293211871938,42742.31162383286,0.1083077550121717,12.131167055181583,9.515870130717e-06,0.080509344,69.38743548009828,309.0931124468626,36.010310797177695,2528.593145677652
2024/1/19,237.4286014256776,2.2302237569444183,7.007310050508676,94.25067242424451,0.5018820483560077,14.649868503827054,0.5518695334476433,0.7847161417384192,41278.459185400294,0.1079815196081625,11.473987427111284,9.19930784866e-06,0.077987501,67.99487856359175,313.29289027369083,33.530499794606904,2468.688866078645
